post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Смаки,attribute_data:Смаки,attribute_default:Смаки
"Стейк зі свинини за | 100г",stejk-zi-svynyny-za-100g,,10725,,,publish,,0,"2019-11-15 09:12:07",2,closed,,,,no,yes,,95,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2019/11/photo1709248762-4.jpeg ! alt :  ! title : photo1709248762 (4) ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/stejk-zi-svynyny-za-100g/,,,,,,,,,60,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ОСНОВНІ СТРАВИ",,,,,
"Запечене куряче філе з моцарелою і помідором | 210г",stejk-kuryachyj-za-100g,,10726,,,publish,,0,"2019-11-15 09:12:51",2,closed,,,,no,yes,,160,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2019/11/file.jpg ! alt :  ! title : філе ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/stejk-kuryachyj-za-100g/,,,,,,,,,60,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ОСНОВНІ СТРАВИ",,,,,
"Відбивна теляча по міланськи в сирній паніровці | 150г",zapechene-kuryache-file-z-motsarelloyu-210g,,10727,,,publish,,0,"2019-11-15 09:13:09",2,closed,,,,no,yes,,135,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zapechene-kuryache-file-z-motsarelloyu-210g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ОСНОВНІ СТРАВИ",,,,,
"Печінка смажена з карамелізованою грушею | 250г",kuryachi-medaljony-150-50g,,10730,,,publish,,0,"2019-11-15 09:14:12",2,closed,,,,no,yes,,105,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kuryachi-medaljony-150-50g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ОСНОВНІ СТРАВИ",,,,,
"Запечена відбивна свинна з ананасом | 250г",vidbyvna-svynna-100g,,10732,,,publish,,0,"2019-11-15 09:14:42",2,closed,,,,no,yes,,130,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/vidbyvna-svynna-100g/,,,,,,,,0,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ОСНОВНІ СТРАВИ",,,,,
"Шніцель телячий по тосканськи з шпинатом | 150г",pechinka-smazhena-z-tsybuleyu-100-50g,,10734,,,publish,,0,"2019-11-15 09:15:23",2,closed,,,,no,yes,,145,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pechinka-smazhena-z-tsybuleyu-100-50g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ОСНОВНІ СТРАВИ",,,,,
"Стейк з лосося за | 100г",stejk-z-lososya-za-100g,,10735,,,publish,,0,"2019-11-15 09:15:39",2,closed,,,,no,yes,,150,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2019/11/photo1709248762-3.jpeg ! alt :  ! title : photo1709248762 (3) ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/stejk-z-lososya-za-100g/,,,,,,,,,60,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ОСНОВНІ СТРАВИ",,,,,
"Спагеті Карбонара | 350г",spageti-karbonara-350g,,10736,,"<br><div class=""ingradient"">спагетті з вершковим соусом, копченою грудинкою, сиром пармезан та яйцем пашот</div>",publish,,0,"2019-11-15 09:15:59",2,closed,,,,no,yes,,140,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/spageti-karbonara-350g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ІТАЛІЙСЬКІ СПАГЕТІ",,,,,
"Спагеті Болоньєзе | 350г",spageti-bolonyeze-350g,,10737,,"<br><div class=""ingradient"">спагетті з овочево-м’ясним соусом та сиром пармезан</div>",publish,,0,"2019-11-15 09:16:17",2,closed,,,,no,yes,,145,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/spageti-bolonyeze-350g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ІТАЛІЙСЬКІ СПАГЕТІ",,,,,
"Спагеті Араб’ята | 350г",spageti-arab-yata-350g,,10738,,"<br><div class=""ingradient"">спагетті з соусом сальса, прошутто, перцем чілі та сиром пармезан</div>",publish,,0,"2019-11-15 09:16:31",2,closed,,,,no,yes,,165,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2019/11/SP-ARABYATA.jpg ! alt :  ! title : СП АРАБЯТА ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/spageti-arab-yata-350g/,,,,,,,,,60,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ІТАЛІЙСЬКІ СПАГЕТІ",,,,,
"Спагеті Тонно | 330г",spageti-tonno-330g,,10739,,"<br><div class=""ingradient"">спагетті, тунець, томати черрі, масло вершкове, зелень, сир пармезан, базилік</div>",publish,,0,"2019-11-15 09:16:50",2,closed,,,,no,yes,,150,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/spageti-tonno-330g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ІТАЛІЙСЬКІ СПАГЕТІ",,,,,
"Спагеті Марінара | 350г",spageti-marinara-350g,,10740,,"<br><div class=""ingradient"">спагетті, кальмари, креветки, лосось, мідії, вершки, сир пармезан, базилік</div>",publish,,0,"2019-11-15 09:17:10",2,closed,,,,no,yes,,205,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2019/11/marinara-pasta.jpg ! alt :  ! title : марінара паста ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/spageti-marinara-350g/,,,,,,,,,60,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ІТАЛІЙСЬКІ СПАГЕТІ",,,,,
"Рис з грибами в сметанному соусі | 150/50г",rys-z-grybamy-v-smetannomu-sousi-150-50g,,10741,,,publish,,0,"2019-11-15 09:17:42",2,closed,,,,no,yes,,75,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/rys-z-grybamy-v-smetannomu-sousi-150-50g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ГАРНІРИ",,,,,
"Рис відварний з маслом | 150/10г",rys-vidvarnyj-z-maslom-150-10g,,10742,,,publish,,0,"2019-11-15 09:18:07",2,closed,,,,no,yes,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/rys-vidvarnyj-z-maslom-150-10g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ГАРНІРИ",,,,,
"Рис з овочами | 150/60г",rys-z-ovochamy-150-60g,,10743,,,publish,,0,"2019-11-15 09:18:24",2,closed,,,,no,yes,,80,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/rys-z-ovochamy-150-60g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ГАРНІРИ",,,,,
"Рис Марінара | 150/50г",rys-marinara-150-50g,,10744,,"&nbsp;
<div class=""ingradient"">рис з морепродуктами у вершковому соусі та сиром пармезан</div>",publish,,0,"2019-11-15 09:18:38",2,closed,,,,no,yes,,100,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/rys-marinara-150-50g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ГАРНІРИ",,,,,
"Картопля фрі з пармезаном | 250г",kartoplya-fri-z-parmezanom-250g,,10747,,,publish,,0,"2019-11-15 09:19:31",2,closed,,,,no,yes,,95,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2019/11/photo1709248762.jpeg ! alt :  ! title : photo1709248762 ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/kartoplya-fri-z-parmezanom-250g/,,,,,,,,,60,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ГАРНІРИ",,,,,
"Картопля в сметанному соусі з зеленню | 200г",kartoplya-moloda-z-garnirom-150-60g,,10748,,,publish,,0,"2019-11-15 09:19:47",2,closed,,,,no,yes,,65,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kartoplya-moloda-z-garnirom-150-60g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ГАРНІРИ",,,,,
"М’ясна тарілка, сирна тарілка | 150г",m-yasna-tarilka-100g,,10750,,,publish,,0,"2019-11-15 09:22:00",2,closed,,,,no,yes,,75,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/m-yasna-tarilka-100g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ЗАКУСКИ",,,,,
"Овочева тарілка | 150г",ovocheva-tarilka-150g,,10751,,,publish,,0,"2019-11-15 09:22:23",2,closed,,,,no,yes,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/ovocheva-tarilka-150g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ЗАКУСКИ",,,,,
"Гриби мариновані | 130г",gryby-marynovani-130g,,10753,,,publish,,0,"2019-11-15 09:22:48",2,closed,,,,no,yes,,50,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/gryby-marynovani-130g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ЗАКУСКИ",,,,,
"Оливки, маслини | 100г",olyvky-maslyny-100g,,10754,,,publish,,0,"2019-11-15 09:23:08",2,closed,,,,no,yes,,45,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/olyvky-maslyny-100g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > ЗАКУСКИ",,,,,
"Бісквіт з ягідним мусом та морозивом | 150г",biskvit-z-yagidnym-musom-ta-morozyvom-150g,,10755,,,publish,,0,"2019-11-15 09:23:41",2,closed,,,,no,yes,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/biskvit-z-yagidnym-musom-ta-morozyvom-150g/,,,,,,,,,,,,simple,,"PRIMA PIZZA",,,,,
"Тістечко з сирно-вершковим кремом | 100г",zbyti-vershky-z-chornoslyvom-ta-gorihom-160g,,10756,,,publish,,0,"2019-11-15 09:23:57",2,closed,,,,no,yes,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zbyti-vershky-z-chornoslyvom-ta-gorihom-160g/,,,,,,,,,,,,simple,,"PRIMA PIZZA",,,,,
"Фрукти з вершками та морозивом | 180г",frukty-z-vershkamy-ta-morozyvom-180g,,10757,,,publish,,0,"2019-11-15 09:24:13",2,closed,,,,no,yes,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/frukty-z-vershkamy-ta-morozyvom-180g/,,,,,,,,,,,,simple,,"PRIMA PIZZA",,,,,
"Морозиво з джемом або шоколадом | 100г",morozyvo-z-dzhemom-abo-shokoladom-100g,,10758,,,publish,,0,"2019-11-15 09:24:26",2,closed,,,,no,yes,,50,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/morozyvo-z-dzhemom-abo-shokoladom-100g/,,,,,,,,,,,,simple,,"PRIMA PIZZA",,,,,
"Печене яблуко з морозивом | 120г",lymon-nariznyj-z-tsukrom-100-20g,,10760,,,publish,,0,"2019-11-15 09:25:00",2,closed,,,,no,yes,,55,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/lymon-nariznyj-z-tsukrom-100-20g/,,,,,,,,,,,,simple,,"PRIMA PIZZA",,,,,
"Млинчики з сиром | 180г",mlynchyky-z-syrom-180g,,10762,,,publish,,0,"2019-11-15 09:25:51",2,closed,,,,no,yes,,75,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/mlynchyky-z-syrom-180g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > МЛИНЧИКИ",,,,,
"Млинчики з маком | 180г",mlynchyky-z-makom-180g,,10763,,,publish,,0,"2019-11-15 09:26:09",2,closed,,,,no,yes,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/mlynchyky-z-makom-180g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > МЛИНЧИКИ",,,,,
"Млинчики з бананом та шоколадом | 200г",mlynchyky-z-bananom-ta-shokoladom-200g,,10764,,,publish,,0,"2019-11-15 09:26:23",2,closed,,,,no,yes,,80,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/mlynchyky-z-bananom-ta-shokoladom-200g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > МЛИНЧИКИ",,,,,
"Млинчики з грибами | 180г",mlynchyky-z-grybamy-180g,,10765,,,publish,,0,"2019-11-15 09:26:38",2,closed,,,,no,yes,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/mlynchyky-z-grybamy-180g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > МЛИНЧИКИ",,,,,
"Млинчики з м’ясом | 180г",mlynchyky-z-m-yasom-180g,,10766,,,publish,,0,"2019-11-15 09:26:51",2,closed,,,,no,yes,,95,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/mlynchyky-z-m-yasom-180g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > МЛИНЧИКИ",,,,,
"Млинчики з шинкою та сиром | 180г",mlynchyky-z-shynkoyu-ta-syrom-180g,,10767,,,publish,,0,"2019-11-15 09:27:04",2,closed,,,,no,yes,,85,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/mlynchyky-z-shynkoyu-ta-syrom-180g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > МЛИНЧИКИ",,,,,
"Млинчики з м’ясом курки та сиром | 180г",mlynchyky-z-m-yasom-kurky-ta-syrom-180g,,10769,,,publish,,0,"2019-11-15 09:27:28",2,closed,,,,no,yes,,85,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/mlynchyky-z-m-yasom-kurky-ta-syrom-180g/,,,,,,,,,,,,simple,,"PRIMA PIZZA|PRIMA PIZZA > МЛИНЧИКИ",,,,,
"ОСІННІЙ | 230г",osinnij,,10771,,"&nbsp;
<div class=""ingradient"">капуста свіжа, морква, цибуля, олія, зелень</div>",publish,,0,"2019-11-15 09:29:44",2,closed,,,,no,yes,,58,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/osinnij/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"БУРЯЧОК | 220г",buryachok,,10772,,"<br><div class=""ingradient"">буряк, цибуля, олія</div>",private,,0,"2019-11-15 09:30:09",2,closed,,,,no,yes,,40,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/buryachok/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"ЦЕЗАР | 220г",tsezar,,10773,,"&nbsp;
<div class=""ingradient"">листя салату,куряче філе, помідор,яйце, сухарики, пармезан</div>",publish,,0,"2019-11-15 09:30:33",2,closed,,,,no,yes,,145,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tsezar/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"УЛЮБЛЕНИЙ | 240г",ulyublenyj,,10774,,"&nbsp;
<div class=""ingradient"">листя салату, філе куряче, огірок, перець болгарський, омлет</div>",publish,,0,"2019-11-15 09:30:50",2,closed,,,,no,yes,,142,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/ulyublenyj/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"ГРЕЦЬКИЙ | 220г",gretskyj,,10775,,"&nbsp;
<div class=""ingradient"">листя салату, перець, огірок, помідор, сир фета, олія, маслини</div>",publish,,0,"2019-11-15 09:31:17",2,closed,,,,no,yes,,110,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/gretskyj/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"МИСЛИВСЬКИЙ | 240г",myslyvskyj,,10777,,"&nbsp;
<div class=""ingradient"">листя салату, помідор, перепелині яйця, смажений бекон, сухарики, соус (на основі соєвого)</div>",publish,,0,"2019-11-15 09:32:11",2,closed,,,,no,yes,,142,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/myslyvskyj/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"ШОПСЬКИЙ | 220г",shopskyj,,10778,,"&nbsp;
<div class=""ingradient"">шинка, філе куряче, сир, перець болгарський, стручкова фасоля, майонез</div>",publish,,0,"2019-11-15 09:32:27",2,closed,,,,no,no,,132,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shopskyj/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"АПЕТИТНИЙ | 250г",apetytnyj,,10781,,"&nbsp;
<div class=""ingradient"">язик, сир твердий, морква тушена, цибуля, яйце, майонез</div>",publish,,0,"2019-11-15 09:32:42",2,closed,,,,no,yes,,120,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/apetytnyj/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"ПРАДО-ДІ-ФУГРЕ | 210г",prado-dy-fugre,,10782,,"&nbsp;
<div class=""ingradient"">помідор, гриби мариновані, листя салату, куряче філе, сир твердий, зелень, майонез</div>",publish,,0,"2019-11-15 09:33:00",2,closed,,,,no,yes,,110,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/prado-dy-fugre/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"ЛІТНІЙ | 230г",litnij,,10783,,"<br><div class=""ingradient"">огірок, помідор, цибуля, спеції, олія</div>",publish,,0,"2019-11-15 09:33:15",2,closed,,,,no,yes,,85,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/litnij/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > САЛАТИ",,,,,
"ШТРУДЕЛЬ З ВАНІЛЬНИМ СОУСОМ | 110г",shtrudel-z-vanilnym-sousom,,10784,,,publish,,0,"2019-11-15 09:33:45",2,closed,,,,no,yes,,43,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shtrudel-z-vanilnym-sousom/,,,,,,,,,,,,simple,,"ROLEX ",,,,,
"ФРУКТОВИЙ КОКТЕЙЛЬ | 250г",fruktovyj-koktejl,,10786,,,publish,,0,"2019-11-15 09:34:35",2,closed,,,,no,yes,,29,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/fruktovyj-koktejl/,,,,,,,,,,,,simple,,"ROLEX ",,,,,
"ФРУКТОВЕ АСОРТІ | 400г",fruktove-asorti,,10787,,,publish,,0,"2019-11-15 09:35:22",2,closed,,,,no,yes,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/fruktove-asorti/,,,,,,,,,,,,simple,,"ROLEX ",,,,,
"МОРОЗИВО | 100г",morozyvo,,10788,,"<br><div class=""ingradient"">морозиво з варенням та шоколадом</div>",publish,,0,"2019-11-15 09:35:37",2,closed,,,,no,yes,,27,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/morozyvo/,,,,,,,,,,,,simple,,"ROLEX ",,,,,
"МОРОЗИВО З ФРУКТАМИ | 100г",morozyvo-z-fruktamy,,10789,,"<br><div class=""ingradient"">апельсин, яблуко, ківі, банан</div>",publish,,0,"2019-11-15 09:36:03",2,closed,,,,no,yes,,33,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/morozyvo-z-fruktamy/,,,,,,,,,,,,simple,,"ROLEX ",,,,,
"ДЕРУНИ “РОЛЕКС"" | 240г",derun-roleks,,10790,,"&nbsp;
<div class=""ingradient"">шинка, сир, фірмові спеції, гриби, картопля, цибуля</div>",publish,,0,"2019-11-15 09:36:28",2,closed,,,,no,yes,,153,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/derun-roleks/,,,,,,,,,,,,simple,,"ROLEX |ROLEX  > ДОМАШНІ СТРАВИ",,,,,
"СКОВОРІДКА“КУРКА З ОВОЧАМИ” | 400г",skovoridka-kurka-z-ovochamy,,10791,,"&nbsp;
<div class=""ingradient"">Філе курки, гриби, перець болгарський, картопля, цибуля тушена</div>",publish,,0,"2019-11-15 09:36:57",2,closed,,,,no,yes,,237,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2019/11/photo_2024-04-02_20-16-30-e1713300656269.jpg ! alt :  ! title : photo_2024-04-02_20-16-30 ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/skovoridka-kurka-z-ovochamy/,,,,,,,,,60,,,simple,,"ROLEX |ROLEX  > ДРУГІ СТРАВИ",,,,,
